699869852278853632|NEUTRE
699906911991418880|NEUTRE
699910253006217216|NEUTRE
699922012903440385|NEUTRE
699926302757879808|NEUTRE
699956650342510592|NEUTRE
699978683570851840|NEGATIF
700034005916393472|NEUTRE
700073947166015490|NEGATIF
700357579197829120|NEUTRE
700390185117290497|NEUTRE
700411224186441728|NEUTRE
700574926365978625|NEUTRE
700587665490649088|NEGATIF
700602278802124800|NEGATIF
700613107308175360|NEUTRE
700651092598652929|NEUTRE
700682980142899200|NEUTRE
700707767594700800|NEUTRE
700714548718862336|NEUTRE
700720170382319616|NEUTRE
700737215563960320|NEUTRE
700765427136331778|NEUTRE
700765781534097408|NEGATIF
700773377720635392|NEUTRE
700795237984247810|POSITIF
700804544624594944|NEUTRE
700841304092184577|NEGATIF
700941885670563840|NEUTRE
700956838913703936|NEUTRE
700963839966363649|NEUTRE
700968784044097536|NEUTRE
700977663385665536|NEUTRE
700980728906043392|NEUTRE
700987813161017344|NEUTRE
701051688287911936|NEUTRE
701075284016160770|NEUTRE
701085785857114116|NEUTRE
701096214121553920|NEUTRE
701138963046735872|NEUTRE
701154561881456644|POSITIF
701169005416075268|NEUTRE
701217131975876608|NEUTRE
701224440852574210|NEUTRE
701225826440839168|NEUTRE
701411056078475264|NEUTRE
701442416151293953|NEUTRE
701442739632787456|NEUTRE
701445657912070145|NEGATIF
701447282110111744|NEUTRE
701468411306487808|NEUTRE
701471297864388610|NEUTRE
701477798481944576|NEUTRE
701492021282918403|NEUTRE
701567740553908225|NEGATIF
701584830660796416|NEGATIF
701663746616328192|NEUTRE
701817864970493952|NEUTRE
701840050011684864|NEUTRE
702117391040434176|NEGATIF
702136294990868480|NEUTRE
702159299091558400|NEUTRE
702171917739020288|NEGATIF
702189288746835968|NEGATIF
702213309035061248|NEUTRE
702257625493331970|NEGATIF
702791224286158848|NEGATIF
703135374646718465|NEUTRE
703141257711726592|NEUTRE
703168247479185408|NEUTRE
703183954258612224|NEUTRE
703229772718088194|NEUTRE
703460353099898882|NEUTRE
703697219141165057|NEUTRE
703797982119006208|NEUTRE
703906683064623104|POSITIF
703934433762607104|POSITIF
703994797346967552|NEUTRE
704016295117905920|POSITIF
704042161986260992|NEUTRE
704073808358068224|NEGATIF
704074906313555968|NEUTRE
704196575770361856|NEUTRE
704322220928143360|NEUTRE
704323812872069120|NEUTRE
704365392928579585|NEUTRE
714707265606053888|NEUTRE
714712827240587265|NEGATIF
714813627283476480|POSITIF
714829609280389121|NEUTRE
714852529847341056|NEGATIF
714881342601891840|NEGATIF
715046760733913088|NEUTRE
715128062887739392|NEGATIF
715173394401124352|POSITIF
715181656873820160|POSITIF
715189093282549761|POSITIF
715211298020134912|NEUTRE
715226189607137280|POSITIF
715267126316109824|NEGATIF
715276655934226432|NEUTRE
715401605726601216|NEUTRE
715404155305598976|NEUTRE
715415663934877696|NEUTRE
715421302459396096|NEGATIF
715455309335105536|POSITIF
715456591701614592|NEGATIF
715480800871841794|NEUTRE
715492569849790465|NEGATIF
715506731359535104|NEGATIF
715547120183418880|NEUTRE
715557308370132992|NEGATIF
715574987579588609|NEUTRE
715593139864600576|NEGATIF
