 de ,66351
 le ,47332
 la ,33517
rer ,26822
 bus,26120
les ,25724
bus ,24351
 pas,23987
 et ,22929
e de,22852
érer,22452
que ,21909
s le,21761
ais ,21708
est ,21521
 est,21478
 les,20905
our ,20798
ans ,20761
 pou,20272
pas ,20207
s de,20022
pour,19366
ent ,19182
 que,19101
 je ,18756
dans,18378
 un ,17977
e bu,17792
 dan,17707
 en ,17478
ns l,14731
le b,14154
r le,14028
 des,13248
de l,13035
des ,12720
 il ,12609
ait ,12598
e le,12005
c es,11918
e la,11828
 qui,11621
 par,11523
qui ,11458
t de,11428
ment,11161
 fai,11093
 c e,10806
s qu,10625
ous ,10309
 du ,10238
er l,10145
e qu,10100
une ,10021
 tra,9652
tre ,9616
mais,9350
ire ,9325
sncf,9256
e pa,9208
 ai ,9169
 une,9125
 mai,9119
 j a,9109
 tou,9086
lle ,8968
ur l,8957
t le,8935
 com,8907
le m,8863
 mon,8790
 on ,8758
j ai,8708
r de,8511
tion,8505
 con,8498
e re,8434
 sur,8407
de m,8301
ncf ,8187
pére,8025
ion ,7965
ant ,7943
elle,7805
 ...,7643
sur ,7567
er d,7561
 à l,7486
t pa,7412
e à ,7394
 me ,7288
n de,7094
e ma,7079
gére,7035
es d,6950
aire,6947
uis ,6930
e co,6918
s pa,6811
e su,6802
ille,6734
omme,6604
oir ,6598
eur ,6552
t qu,6538
ain ,6537
de b,6526
re d,6507
 plu,6486
e me,6484
 vou,6453
 ave,6402
comm,6394
mon ,6387
emen,6322
s à ,6276
es p,6196
e po,6186
plus,6176
 au ,6156
tout,6142
 gér,6134
ont ,6103
vous,6049
 snc,6041
eux ,6017
pren,6008
s en,6001
 ça ,5983
 pre,5980
s po,5955
de p,5923
 arr,5919
rend,5899
nt d,5895
 cha,5873
 mét,5861
 moi,5861
avec,5849
étro,5842
lus ,5840
vec ,5823
métr,5808
us d,5770
e mo,5719
 l a,5715
 qu ,5682
e tr,5659
urs ,5614
s et,5602
 sui,5594
r la,5566
de c,5488
tes ,5477
tro ,5439
le d,5438
suis,5434
ois ,5422
ue j,5416
e pr,5415
fait,5384
ien ,5373
la s,5371
e je,5370
ndre,5350
es c,5315
nce ,5281
 ce ,5250
re l,5246
jour,5196
le p,5180
out ,5159
endr,5148
trai,5113
 tu ,5087
r un,5086
 y a,5079
e et,5046
dre ,5007
is p,5003
voir,4989
ter ,4971
and ,4956
rain,4936
s co,4908
 son,4907
ens ,4875
atio,4840
de s,4825
le t,4814
 peu,4763
ance,4758
e mé,4745
e vo,4743
y a ,4740
 cou,4723
e fa,4719
on d,4624
fair,4578
le c,4559
le r,4549
vais,4527
e l ,4509
 voi,4487
 réc,4482
je s,4472
de t,4449
quan,4443
 ne ,4433
de r,4427
e da,4425
asse,4405
s la,4374
... ,4374
 se ,4358
sse ,4354
récu,4339
s da,4335
mme ,4328
écup,4319
uand,4286
cupé,4284
upér,4282
res ,4263
e so,4263
onne,4248
je v,4246
 rer,4243
ler ,4234
as d,4201
ils ,4184
ue l,4175
 qua,4172
nt l,4139
is d,4132
à la,4116
e en,4099
 tro,4098
r à ,4096
leur,4087
e ch,4084
moi ,4083
 pro,4069
e se,4044
n bu,4009
ntre,4008
te d,3995
s un,3947
us e,3943
es g,3910
ère ,3872
ique,3868
la p,3865
 ava,3861
es b,3857
t un,3839
 ell,3827
e pe,3811
 all,3810
et l,3806
t à ,3804
st p,3798
 per,3783
on p,3773
 vie,3767
es m,3766
es a,3763
e un,3753
in d,3738
pass,3731
 jou,3723
ur d,3685
 ret,3685
port,3680
alle,3667
entr,3664
le s,3642
 fra,3641
 gen,3631
 éta,3607
ns d,3602
part,3594
son ,3589
 va ,3588
 si ,3588
nt p,3572
er e,3546
et d,3542
ons ,3527
 ma ,3502
e sa,3492
is l,3483
s ma,3470
on a,3461
r qu,3448
t la,3441
cont,3436
ne p,3425
de d,3420
t en,3419
us p,3395
ours,3392
la c,3381
bien,3354
 ils,3351
 gar,3345
ite ,3342
main,3339
e j ,3316
 d a,3279
es s,3278
ouve,3276
étai,3267
la f,3253
s pr,3249
ure ,3241
s il,3228
avai,3227
er a,3224
même,3208
ser ,3208
 esp,3190
 à c,3177
nne ,3171
us l,3170
ste ,3165
 bon,3164
us a,3160
a sn,3149
la m,3137
 che,3128
ier ,3120
es e,3119
e to,3111
er à,3106
fran,3092
ins ,3092
e ré,3089
 bie,3084
er m,3074
a pa,3073
er p,3073
oute,3071
 mat,3065
 mêm,3063
es t,3059
s tr,3059
eurs,3057
ême ,3050
ine ,3045
en p,3045
ris ,3039
ce q,3034
mes ,3022
e c ,2996
nde ,2990
 min,2983
e . ,2973
er s,2969
er u,2961
ient,2955
 pré,2939
s je,2931
igne,2913
 ren,2904
 mer,2899
ller,2879
e te,2873
arrê,2871
rrêt,2870
 nou,2870
er c,2863
par ,2856
e va,2851
n co,2848
la r,2845
me d,2839
rès ,2834
je p,2827
ette,2820
s av,2801
arri,2799
