bus,25805
est,21062
pas,20549
a,17688
ai,9179
gérer,6043
sncf,5871
plus,5811
métro,5620
suis,4621
fait,4516
ne,4438
faire,4257
récupérer,4119
tout,3953
va,3626
rer,3462
quand,3360
train,3319
bien,2757
prendre,2529
mdr,2528
c,2509
vais,2461
gens,2402
trop,2364
sont,2202
être,2130
espérer,2125
aler,2113
faut,2051
était,2013
retard,1916
ont,1906
temps,1879
avoir,1754
là,1730
après,1650
alors,1617
dit,1603
fois,1601
tous,1560
non,1554
paris,1537
peut,1517
2,1482
france,1477
encore,1473
matin,1466
rien,1456
gare,1447
arêt,1442
voir,1426
donc,1416
chez,1412
1,1381
lui,1380
juste,1367
bon,1343
mec,1341
sans,1335
monde,1320
heure,1314
vie,1313
quoi,1308
merci,1303
ausi,1295
o,1287
leur,1260
ratp,1236
gars,1232
sais,1224
déjà,1211
vu,1206
ligne,1197
coment,1194
as,1189
arive,1187
libérer,1179
coup,1177
d,1164
peu,1163
cete,1159
avait,1153
dire,1152
fais,1130
pase,1125
avant,1124
peux,1119
parce,1102
toi,1096
place,1092
aux,1077
ca,1059
l,1059
votre,1054
chaufeur,1049
ses,1040
mal,1032
oui,1030
jour,1026
meuf,1003
pr,1003
demain,994
toujours,994
jamais,988
3,977
merde,971
soir,950
grève,943
étais,941
été,940
côté,938
entre,936
ton,931
es,929
considérer,921
ya,901
avais,899
autre,897
vos,887
vraiment,871
moins,870
trains,869
prend,860
viens,859
envie,856
contre,852
t,848
ta,848
carte,848
deux,842
genre,838
minutes,837
devant,825
vois,823
metre,822
veux,821
préférer,816
cause,812
paser,808
eu,803
ds,802
pris,799
ces,799
galérer,792
ans,782
depuis,782
persone,781
toute,769
jusqu',765
dois,764
dis,742
car,739
moment,736
mieux,719
vont,718
veut,716
journée,714
vient,713
trafic,708
min,695
jours,693
match,690
opérer,679
rentrer,670
partir,670
cours,668
10,668
soit,667
telement,657
très,651
pense,650
crois,633
doit,629
gros,612
voiture,608
5,608
seul,606
truc,600
mère,599
puis,594
bah,590
nuit,589
bonjour,585
vrai,583
pendant,580
compte,577
vers,575
font,573
mort,569
fin,567
prends,567
aime,566
part,565
sera,563
atendre,561
pourquoi,561
putain,559
grave,556
notre,556
bone,555
parle,548
cas,547
m,541
contrôleur,540
autres,539
tgv,539
navigo,537
demande,537
vile,534
tête,531
acélérer,528
sous,527
reste,525
avez,522
jsuis,522
sens,518
ptdr,517
lieu,514
semaine,512
ariver,511
leurs,511
hui,509
petit,507
ptn,507
pouvoir,505
équipe,505
b,504
qd,504
trajet,498
ah,495
pcq,490
repérer,485
pire,481
êtes,478
chaque,476
