bus,25884
pas,20481
sncf,7716
ça,6672
gérer,6078
plus,5907
métro,5641
h,5575
ne,4484
faire,4281
quand,4233
récupérer,4133
tout,4100
si,4069
ils,3512
rer,3508
n,3441
train,3348
bien,2784
prendre,2589
trop,2478
vais,2466
gens,2400
faut,2237
être,2180
mdr,2165
aller,2137
espérer,2134
retard,1923
rt,1909
temps,1884
bon,1883
après,1831
avoir,1782
alors,1778
là,1768
donc,1700
non,1696
tous,1621
fois,1619
paris,1618
dit,1607
merci,1530
peut,1528
encore,1518
france,1517
rien,1505
matin,1463
voir,1455
gare,1452
arrêt,1444
min,1439
chez,1425
comment,1407
juste,1396
ligne,1379
sans,1362
mec,1347
déjà,1340
quoi,1326
heure,1325
monde,1324
vie,1323
aussi,1296
demain,1288
o,1285
ratp,1269
vu,1255
gars,1232
cette,1226
sais,1225
libérer,1192
arrive,1186
coup,1185
dire,1173
peu,1170
ca,1167
avant,1166
parce,1140
fais,1132
passe,1128
ya,1128
peux,1121
place,1100
oui,1070
jour,1054
chauffeur,1051
grève,1046
toujours,1043
mal,1032
pr,1016
meuf,1004
entre,1000
jamais,993
merde,975
soir,949
côté,936
considérer,934
genre,923
ans,911
minutes,907
autre,901
vraiment,885
moins,877
trains,876
viens,869
envie,865
deux,861
prend,861
contre,859
carte,848
depuis,840
euro,837
mettre,836
devant,833
ds,832
préférer,829
putain,829
vois,826
passer,823
veux,820
cause,813
jusqu,809
toute,802
pris,799
galérer,798
personne,794
ptn,785
dis,775
dois,765
bonjour,763
car,748
moment,738
mdrr,738
pourquoi,729
journée,725
mieux,724
vont,720
veut,716
vient,715
trafic,707
jours,702
jsuis,696
ah,694
match,690
tellement,684
très,679
partir,675
opérer,674
rentrer,672
cours,672
;,650
pense,648
qd,645
puis,641
crois,632
doit,630
gros,627
bah,624
seul,613
pendant,611
tgv,607
voiture,607
truc,602
mère,599
fin,595
nuit,595
bonne,592
attendre,588
vrai,586
hier,585
vers,583
compte,582
grave,574
font,573
g,570
mort,570
prends,569
tt,567
aime,565
part,555
sinon,550
parle,548
cas,545
contrôleur,544
navigo,544
